RECHTSTRAEGER;QUARTAL;BEKANNTGABE;MEDIUM_MEDIENINHABER;EURO
User 308;19981;4;Movie 235;3
User 106;19981;4;Movie 274;3
User 469;19974;4;Movie 513;5
User 246;19981;4;Movie 210;3
User 305;19981;4;Movie 12;5
User 342;19973;4;Movie 123;5
User 233;19974;4;Movie 506;5
User 300;19973;4;Movie 456;4
User 26;19981;4;Movie 300;4
User 200;19981;4;Movie 515;5
User 311;19981;4;Movie 185;2
User 11;19982;4;Movie 749;5
User 5;19974;4;Movie 427;3
User 329;19982;4;Movie 197;4
User 105;19981;4;Movie 270;5
User 329;19982;4;Movie 705;3
User 1;19973;4;Movie 179;3
User 298;19981;4;Movie 183;3
User 460;19974;4;Movie 275;3
User 403;19974;4;Movie 148;5
User 425;19974;4;Movie 678;1
User 21;19973;4;Movie 453;2
User 360;19974;4;Movie 1197;3
User 464;19974;4;Movie 289;4
User 56;19982;4;Movie 151;4
User 460;19974;4;Movie 20;4
User 378;19974;4;Movie 49;3
User 324;19974;4;Movie 123;4
User 110;19981;4;Movie 69;4
User 320;19981;4;Movie 92;5
User 334;19982;4;Movie 430;4
User 366;19981;4;Movie 559;5
User 331;19974;4;Movie 1141;3
User 239;19981;4;Movie 484;5
User 59;19981;4;Movie 435;5
User 197;19982;4;Movie 232;4
User 330;19974;4;Movie 252;4
User 405;19981;4;Movie 175;1
User 334;19982;4;Movie 582;5
User 442;19974;4;Movie 230;3
User 312;19982;4;Movie 863;5
User 230;19974;4;Movie 621;2
User 435;19981;4;Movie 587;3
User 90;19982;4;Movie 632;5
User 59;19981;4;Movie 612;3
User 416;19974;4;Movie 928;3
User 450;19974;4;Movie 211;5
User 313;19981;4;Movie 624;4
User 10;19974;4;Movie 211;5
User 342;19973;4;Movie 248;3
User 223;19982;4;Movie 95;5
User 249;19974;4;Movie 1012;3
User 383;19981;4;Movie 272;3
User 469;19974;4;Movie 855;4
User 90;19982;4;Movie 474;5
User 466;19981;4;Movie 181;4
User 128;19974;4;Movie 193;3
User 288;19981;4;Movie 223;3
User 198;19981;4;Movie 173;4
User 347;19974;4;Movie 403;5
User 280;19982;4;Movie 546;4
User 385;19981;4;Movie 616;4
User 125;19982;4;Movie 728;3
User 203;19974;4;Movie 475;3
User 49;19981;4;Movie 91;5
User 347;19974;4;Movie 820;2
User 319;19974;4;Movie 307;4
User 10;19974;4;Movie 531;5
User 422;19974;4;Movie 448;4
User 311;19981;4;Movie 306;4
User 406;19974;4;Movie 30;4
User 380;19981;4;Movie 161;2
User 244;19974;4;Movie 32;2
User 379;19974;4;Movie 9;4
User 406;19981;4;Movie 735;3
User 416;19982;4;Movie 288;5
User 327;19981;4;Movie 959;5
User 201;19981;4;Movie 188;4
User 472;19974;4;Movie 1011;4
User 255;19974;4;Movie 831;4
User 275;19974;4;Movie 294;4
User 437;19974;4;Movie 479;5
User 213;19974;4;Movie 502;5
User 271;19981;4;Movie 239;3
User 326;19974;4;Movie 136;4
User 339;19981;4;Movie 675;4
User 63;19974;4;Movie 258;3
User 222;19974;4;Movie 772;2
User 92;19974;4;Movie 122;3
User 243;19974;4;Movie 7;3
User 145;19974;4;Movie 452;3
User 345;19981;4;Movie 117;4
User 303;19974;4;Movie 222;3
User 474;19981;4;Movie 410;2
User 275;19974;4;Movie 50;4
User 21;19973;4;Movie 263;1
User 37;19974;4;Movie 127;4
User 299;19974;4;Movie 19;1
User 450;19974;4;Movie 847;4
User 38;19982;4;Movie 681;5
User 425;19981;4;Movie 690;1
User 104;19981;4;Movie 1012;4
User 303;19974;4;Movie 678;1
User 354;19981;4;Movie 7;4
User 99;19981;4;Movie 342;1
User 454;19974;4;Movie 705;3
User 126;19981;4;Movie 272;3
User 379;19974;4;Movie 187;5
User 311;19981;4;Movie 216;5
User 385;19974;4;Movie 603;5
User 405;19981;4;Movie 669;1
User 295;19974;4;Movie 729;4
User 59;19981;4;Movie 404;3
User 269;19982;4;Movie 517;4
User 224;19981;4;Movie 556;1
User 457;19974;4;Movie 285;5
User 476;19974;4;Movie 715;4
User 425;19974;4;Movie 53;4
User 222;19974;4;Movie 769;2
User 91;19982;4;Movie 568;2
User 327;19981;4;Movie 508;2
User 62;19974;4;Movie 188;3
User 398;19974;4;Movie 4;2
User 141;19981;4;Movie 282;5
User 389;19974;4;Movie 64;4
User 419;19974;4;Movie 488;5
User 343;19974;4;Movie 427;5
User 125;19974;4;Movie 56;1
User 181;19974;4;Movie 235;1
User 380;19981;4;Movie 134;3
User 312;19982;4;Movie 276;4
User 343;19974;4;Movie 174;5
User 385;19974;4;Movie 1524;5
User 457;19974;4;Movie 758;2
User 13;19974;4;Movie 96;4
User 399;19974;4;Movie 684;3
User 389;19974;4;Movie 712;3
User 344;19981;4;Movie 7;4
User 407;19982;4;Movie 313;4
User 395;19981;4;Movie 338;4
User 429;19974;4;Movie 747;3
User 418;19981;4;Movie 344;1
User 373;19974;4;Movie 660;4
User 378;19974;4;Movie 1523;2
User 307;19974;4;Movie 83;5
User 234;19981;4;Movie 285;4
User 389;19974;4;Movie 50;5
User 458;19981;4;Movie 530;4
User 435;19981;4;Movie 171;5
User 60;19974;4;Movie 618;3
User 87;19974;4;Movie 789;3
User 328;19981;4;Movie 620;3
User 402;19974;4;Movie 222;4
User 391;19974;4;Movie 510;5
User 267;19974;4;Movie 944;3
User 408;19981;4;Movie 300;3
User 472;19974;4;Movie 233;4
User 403;19974;4;Movie 181;4
User 271;19981;4;Movie 756;2
User 7;19981;4;Movie 216;4
User 246;19981;4;Movie 25;3
User 139;19974;4;Movie 740;2
User 389;19974;4;Movie 558;4
User 190;19981;4;Movie 354;4
User 257;19974;4;Movie 269;3
User 409;19974;4;Movie 429;5
User 402;19974;4;Movie 32;3
User 201;19981;4;Movie 435;4
User 452;19974;4;Movie 186;1
User 407;19973;4;Movie 173;5
User 412;19974;4;Movie 117;4
User 92;19973;4;Movie 153;4
User 339;19981;4;Movie 403;3
User 416;19974;4;Movie 652;4
User 326;19974;4;Movie 208;3
User 202;19974;4;Movie 258;4
User 13;19974;4;Movie 838;1
User 474;19981;4;Movie 480;5
User 246;19981;4;Movie 420;3
User 122;19974;4;Movie 673;3
User 276;19973;4;Movie 591;3
User 221;19973;4;Movie 385;4
User 75;19981;4;Movie 235;4
User 69;19974;4;Movie 123;4
User 218;19974;4;Movie 173;3
User 186;19974;4;Movie 79;5
User 445;19981;4;Movie 121;1
User 299;19974;4;Movie 692;4
User 180;19974;4;Movie 778;2
User 42;19974;4;Movie 469;4
User 13;19974;4;Movie 559;1
User 233;19974;4;Movie 483;5
User 79;19981;4;Movie 306;5
User 445;19981;4;Movie 246;1
User 94;19981;4;Movie 381;4
User 380;19981;4;Movie 414;2
User 450;19974;4;Movie 559;3
User 417;19974;4;Movie 550;3
User 138;19974;4;Movie 187;5
User 141;19981;4;Movie 335;1
User 184;19981;4;Movie 221;5
User 88;19981;4;Movie 308;4
User 474;19981;4;Movie 68;3
User 405;19981;4;Movie 142;1
User 405;19981;4;Movie 559;5
User 69;19974;4;Movie 235;3
User 385;19974;4;Movie 81;3
User 233;19973;4;Movie 828;4
User 131;19981;4;Movie 276;5
User 294;19981;4;Movie 1088;1
User 116;19981;4;Movie 346;4
User 476;19974;4;Movie 792;4
User 478;19981;4;Movie 143;5
User 429;19974;4;Movie 282;3
User 268;19973;4;Movie 195;4
User 373;19974;4;Movie 778;5
User 328;19981;4;Movie 748;3
User 411;19982;4;Movie 186;5
User 407;19973;4;Movie 69;4
User 303;19974;4;Movie 720;2
User 358;19981;4;Movie 382;2
User 286;19974;4;Movie 411;2
User 378;19974;4;Movie 778;3
User 216;19974;4;Movie 221;4
User 474;19981;4;Movie 736;3
User 328;19981;4;Movie 326;4
User 402;19974;4;Movie 96;5
User 265;19973;4;Movie 323;3
User 279;19974;4;Movie 1485;4
User 201;19981;4;Movie 76;4
User 399;19974;4;Movie 546;2
User 22;19974;4;Movie 53;3
User 327;19981;4;Movie 874;3
User 473;19974;4;Movie 273;5
User 159;19981;4;Movie 588;2
User 176;19981;4;Movie 246;5
User 176;19981;4;Movie 343;2
User 291;19973;4;Movie 9;5
User 18;19974;4;Movie 654;4
User 244;19974;4;Movie 92;4
User 421;19982;4;Movie 657;4
User 178;19974;4;Movie 202;5
User 339;19981;4;Movie 91;5
User 268;19973;4;Movie 241;3
User 454;19974;4;Movie 286;3
User 118;19973;4;Movie 180;5
User 278;19981;4;Movie 882;3
User 42;19974;4;Movie 679;2
User 313;19981;4;Movie 684;4
User 40;19981;4;Movie 269;1
User 202;19974;4;Movie 423;3
User 458;19981;4;Movie 178;4
User 474;19981;4;Movie 1014;3
User 450;19974;4;Movie 1446;4
User 119;19973;4;Movie 813;4
User 463;19981;4;Movie 250;4
User 279;19981;4;Movie 229;4
User 423;19982;4;Movie 1011;3
User 466;19981;4;Movie 188;3
User 474;19981;4;Movie 528;5
User 259;19973;4;Movie 185;4
User 49;19981;4;Movie 1080;4
User 200;19981;4;Movie 495;3
User 26;19981;4;Movie 316;3
User 321;19974;4;Movie 61;5
User 463;19974;4;Movie 950;3
User 157;19981;4;Movie 255;3
User 5;19973;4;Movie 451;1
User 249;19974;4;Movie 283;5
User 262;19974;4;Movie 7;4
User 453;19981;4;Movie 73;4
User 49;19981;4;Movie 561;2
User 291;19973;4;Movie 420;4
User 322;19981;4;Movie 513;4
User 442;19974;4;Movie 873;2
User 10;19974;4;Movie 357;5
User 303;19974;4;Movie 198;4
User 56;19982;4;Movie 781;4
User 293;19981;4;Movie 290;2
User 291;19973;4;Movie 412;3
User 151;19974;4;Movie 939;4
User 463;19974;4;Movie 225;3
User 303;19974;4;Movie 324;3
User 450;19974;4;Movie 204;4
User 216;19974;4;Movie 25;3
User 405;19981;4;Movie 654;2
User 24;19973;4;Movie 300;4
User 22;19974;4;Movie 515;5
User 363;19982;4;Movie 431;2
User 23;19973;4;Movie 629;4
User 466;19981;4;Movie 265;3
User 104;19981;4;Movie 1115;4
User 313;19981;4;Movie 8;3
User 447;19974;4;Movie 180;5
User 115;19974;4;Movie 7;5
User 62;19974;4;Movie 866;2
User 394;19974;4;Movie 288;4
User 130;19974;4;Movie 658;5
User 91;19982;4;Movie 495;4
User 368;19981;4;Movie 89;4
User 145;19981;4;Movie 313;4
User 376;19974;4;Movie 663;3
User 184;19981;4;Movie 210;4
User 6;19974;4;Movie 200;3
User 101;19974;4;Movie 111;2
User 91;19982;4;Movie 614;4
User 464;19974;4;Movie 678;3
User 347;19974;4;Movie 118;4
User 305;19981;4;Movie 904;4
User 455;19974;4;Movie 56;5
User 7;19981;4;Movie 556;3
User 378;19974;4;Movie 559;4
User 279;19973;4;Movie 367;3
User 244;19974;4;Movie 86;4
User 391;19974;4;Movie 89;3
User 342;19973;4;Movie 209;5
User 391;19974;4;Movie 200;5
User 266;19982;4;Movie 268;4
User 458;19981;4;Movie 319;4
User 276;19973;4;Movie 86;3
User 472;19981;4;Movie 931;2
User 320;19981;4;Movie 164;4
User 311;19981;4;Movie 323;3
User 10;19974;4;Movie 162;4
User 324;19974;4;Movie 879;4
User 286;19974;4;Movie 597;3
User 276;19973;4;Movie 396;4
User 396;19981;4;Movie 595;3
User 267;19974;4;Movie 128;5
User 318;19981;4;Movie 405;2
User 454;19981;4;Movie 51;2
User 461;19981;4;Movie 259;2
User 43;19981;4;Movie 385;5
User 399;19974;4;Movie 140;4
User 70;19981;4;Movie 496;4
User 450;19981;4;Movie 904;5
User 26;19981;4;Movie 129;4
User 25;19981;4;Movie 141;4
User 316;19974;4;Movie 199;3
User 321;19974;4;Movie 87;3
User 416;19982;4;Movie 1521;3
User 406;19974;4;Movie 25;1
User 474;19981;4;Movie 176;5
User 428;19981;4;Movie 313;5
User 450;19974;4;Movie 1092;3
User 10;19974;4;Movie 161;4
User 308;19981;4;Movie 209;4
User 389;19974;4;Movie 484;5
User 198;19981;4;Movie 959;3
User 436;19981;4;Movie 1061;3
User 457;19974;4;Movie 825;5
User 435;19981;4;Movie 381;4
User 13;19974;4;Movie 237;5
User 226;19981;4;Movie 405;4
User 424;19974;4;Movie 294;5
User 456;19974;4;Movie 708;4
User 327;19981;4;Movie 405;2
User 186;19982;4;Movie 306;4
User 326;19974;4;Movie 174;4
User 334;19982;4;Movie 877;3
User 454;19981;4;Movie 315;4
User 455;19974;4;Movie 20;3
User 158;19974;4;Movie 659;5
User 239;19981;4;Movie 443;5
User 386;19974;4;Movie 281;3
User 435;19981;4;Movie 382;3
User 377;19981;4;Movie 358;3
User 308;19981;4;Movie 408;5
User 361;19974;4;Movie 781;2
User 267;19974;4;Movie 189;4
User 417;19974;4;Movie 176;5
User 133;19981;4;Movie 308;4
User 268;19973;4;Movie 654;5
User 373;19974;4;Movie 286;3
User 60;19974;4;Movie 366;4
User 397;19981;4;Movie 896;4
User 389;19974;4;Movie 410;3
User 175;19974;4;Movie 64;5
User 269;19982;4;Movie 393;1
User 446;19974;4;Movie 269;4
User 472;19981;4;Movie 689;4
User 454;19974;4;Movie 310;4
User 11;19982;4;Movie 659;5
User 116;19974;4;Movie 879;2
User 474;19981;4;Movie 518;4
User 149;19974;4;Movie 338;2
User 189;19982;4;Movie 44;4
User 342;19973;4;Movie 1014;1
User 13;19974;4;Movie 770;4
User 44;19974;4;Movie 143;4
User 293;19981;4;Movie 491;4
User 332;19981;4;Movie 182;5
User 303;19974;4;Movie 223;4
User 323;19974;4;Movie 475;3
User 291;19973;4;Movie 448;5
User 118;19973;4;Movie 288;5
User 429;19974;4;Movie 415;3
User 407;19974;4;Movie 1188;2
User 438;19974;4;Movie 269;4
User 37;19974;4;Movie 92;4
User 374;19974;4;Movie 1014;1
User 45;19974;4;Movie 225;4
User 405;19981;4;Movie 793;1
User 291;19973;4;Movie 761;3
User 195;19981;4;Movie 558;3
User 178;19974;4;Movie 300;5
User 227;19974;4;Movie 124;4
User 92;19973;4;Movie 117;4
User 454;19981;4;Movie 174;4
User 315;19974;4;Movie 178;4
User 416;19981;4;Movie 723;4
User 177;19974;4;Movie 161;3
User 212;19974;4;Movie 527;5
User 411;19981;4;Movie 88;3
User 398;19974;4;Movie 163;3
User 418;19981;4;Movie 331;3
User 114;19974;4;Movie 89;5
User 175;19974;4;Movie 661;4
User 5;19973;4;Movie 430;5
User 363;19982;4;Movie 631;1
User 397;19974;4;Movie 338;4
User 450;19974;4;Movie 281;4
User 81;19974;4;Movie 100;3
User 364;19974;4;Movie 988;2
User 457;19974;4;Movie 546;2
User 119;19982;4;Movie 294;1
User 361;19974;4;Movie 66;4
User 56;19982;4;Movie 483;4
User 44;19974;4;Movie 1;4
User 99;19981;4;Movie 92;4
User 269;19982;4;Movie 488;4
User 405;19981;4;Movie 1479;1
User 425;19974;4;Movie 222;5
User 445;19981;4;Movie 50;2
User 406;19974;4;Movie 42;5
User 333;19981;4;Movie 294;3
User 359;19981;4;Movie 408;5
User 345;19981;4;Movie 148;3
User 416;19981;4;Movie 560;3
User 468;19973;4;Movie 39;3
User 59;19981;4;Movie 56;5
User 345;19981;4;Movie 1096;3
User 435;19981;4;Movie 184;5
User 346;19973;4;Movie 110;2
User 11;19982;4;Movie 707;5
User 102;19981;4;Movie 201;2
User 407;19973;4;Movie 2;4
User 58;19982;4;Movie 496;2
User 42;19974;4;Movie 729;3
User 270;19974;4;Movie 584;5
User 246;19981;4;Movie 41;2
User 16;19974;4;Movie 948;3
User 449;19974;4;Movie 293;4
User 351;19974;4;Movie 288;3
User 450;19974;4;Movie 526;4
User 201;19981;4;Movie 379;3
User 174;19981;4;Movie 238;5
User 398;19974;4;Movie 435;5
User 262;19974;4;Movie 385;2
User 447;19974;4;Movie 91;4
User 393;19981;4;Movie 540;3
User 371;19974;4;Movie 234;5
User 90;19982;4;Movie 721;3
User 436;19981;4;Movie 537;4
User 388;19981;4;Movie 678;4
User 363;19982;4;Movie 1512;1
User 308;19981;4;Movie 186;4
User 307;19974;4;Movie 380;3
User 280;19982;4;Movie 1297;4
User 196;19974;4;Movie 70;3
User 90;19982;4;Movie 193;4
User 18;19974;4;Movie 65;5
User 435;19981;4;Movie 313;5
User 83;19981;4;Movie 580;4
User 222;19974;4;Movie 229;3
User 454;19974;4;Movie 164;3
User 451;19974;4;Movie 243;4
User 256;19974;4;Movie 225;4
User 363;19982;4;Movie 443;4
User 87;19974;4;Movie 38;5
User 99;19981;4;Movie 751;4
User 254;19981;4;Movie 1470;2
User 295;19974;4;Movie 181;4
User 393;19981;4;Movie 571;3
User 463;19974;4;Movie 24;3
User 354;19981;4;Movie 958;4
User 314;19974;4;Movie 595;3
User 194;19974;4;Movie 376;2
User 478;19981;4;Movie 122;2
User 73;19981;4;Movie 269;4
User 1;19973;4;Movie 187;4
User 455;19982;4;Movie 334;3
User 60;19974;4;Movie 1121;3
User 395;19981;4;Movie 237;4
User 427;19974;4;Movie 263;5
User 2;19981;4;Movie 111;4
User 416;19982;4;Movie 480;5
User 72;19974;4;Movie 318;5
User 189;19982;4;Movie 499;4
User 222;19974;4;Movie 63;3
User 276;19973;4;Movie 825;3
User 32;19981;4;Movie 222;3
User 82;19974;4;Movie 111;4
User 347;19974;4;Movie 70;2
User 112;19981;4;Movie 301;3
User 130;19974;4;Movie 450;2
User 452;19973;4;Movie 69;5
User 308;19981;4;Movie 48;4
User 201;19981;4;Movie 288;4
User 273;19981;4;Movie 316;4
User 463;19981;4;Movie 347;1
User 101;19974;4;Movie 181;4
User 387;19981;4;Movie 463;4
User 435;19981;4;Movie 616;2
User 271;19981;4;Movie 196;4
User 455;19974;4;Movie 531;3
User 394;19974;4;Movie 72;4
User 65;19974;4;Movie 393;4
User 456;19974;4;Movie 22;4
User 271;19981;4;Movie 87;3
User 392;19981;4;Movie 99;5
User 102;19981;4;Movie 338;2
User 378;19974;4;Movie 91;3
User 269;19982;4;Movie 537;5
User 474;19981;4;Movie 735;4
User 463;19981;4;Movie 242;2
User 421;19982;4;Movie 89;5
User 418;19981;4;Movie 302;2
User 159;19982;4;Movie 260;2
User 259;19981;4;Movie 147;4
User 301;19974;4;Movie 824;3
User 270;19974;4;Movie 50;5
User 378;19974;4;Movie 176;4
User 43;19981;4;Movie 290;4
User 351;19974;4;Movie 326;5
User 374;19974;4;Movie 100;5
User 374;19974;4;Movie 24;3
User 346;19973;4;Movie 273;4
User 235;19981;4;Movie 191;4
User 18;19974;4;Movie 79;4
User 260;19981;4;Movie 748;4
User 249;19974;4;Movie 175;4
User 279;19973;4;Movie 532;1
User 95;19974;4;Movie 98;4
User 466;19981;4;Movie 128;2
User 354;19981;4;Movie 419;4
User 279;19973;4;Movie 274;3
User 256;19974;4;Movie 1;5
User 357;19974;4;Movie 1047;4
User 147;19981;4;Movie 313;4
User 354;19981;4;Movie 638;4
User 424;19974;4;Movie 14;4
User 198;19981;4;Movie 693;3
User 391;19974;4;Movie 12;5
User 208;19974;4;Movie 97;4
User 447;19974;4;Movie 288;4
User 470;19974;4;Movie 475;4
User 437;19974;4;Movie 162;4
User 246;19981;4;Movie 393;3
User 15;19974;4;Movie 308;5
User 393;19981;4;Movie 1407;3
User 160;19974;4;Movie 182;5
User 128;19974;4;Movie 172;3
User 253;19982;4;Movie 328;4
User 162;19974;4;Movie 508;5
User 370;19974;4;Movie 322;3
User 13;19974;4;Movie 563;1
User 457;19974;4;Movie 45;5
User 397;19981;4;Movie 174;5
User 222;19974;4;Movie 475;4
User 232;19981;4;Movie 76;3
User 421;19982;4;Movie 466;4
User 387;19981;4;Movie 473;4
User 476;19974;4;Movie 1037;1
User 250;19974;4;Movie 331;3
User 305;19981;4;Movie 582;4
User 463;19974;4;Movie 593;1
User 72;19974;4;Movie 147;5
User 85;19974;4;Movie 529;3
User 435;19981;4;Movie 82;5
User 412;19974;4;Movie 487;3
User 152;19974;4;Movie 234;4
User 59;19981;4;Movie 205;3
User 354;19981;4;Movie 513;5
User 311;19981;4;Movie 23;3
User 301;19974;4;Movie 73;4
User 123;19974;4;Movie 9;5
User 454;19981;4;Movie 875;1
User 296;19981;4;Movie 191;5
User 272;19974;4;Movie 514;5
User 395;19981;4;Movie 313;3
User 13;19981;4;Movie 478;4
User 437;19974;4;Movie 683;2
User 179;19982;4;Movie 321;1
User 254;19981;4;Movie 94;3
User 215;19982;4;Movie 15;3
User 435;19981;4;Movie 52;5
User 70;19981;4;Movie 150;3
User 460;19974;4;Movie 297;3
User 474;19981;4;Movie 661;4
User 354;19981;4;Movie 707;4
User 276;19973;4;Movie 951;3
User 99;19981;4;Movie 829;4
User 178;19974;4;Movie 219;4
User 480;19981;4;Movie 190;5
User 165;19974;4;Movie 500;3
User 434;19981;4;Movie 369;4
User 267;19974;4;Movie 108;4
User 360;19974;4;Movie 23;5
User 405;19981;4;Movie 189;1
User 119;19981;4;Movie 710;4
User 13;19974;4;Movie 872;3
User 38;19982;4;Movie 742;5
User 21;19973;4;Movie 17;4
User 151;19974;4;Movie 52;5
User 441;19981;4;Movie 25;3
User 453;19974;4;Movie 566;3
User 377;19981;4;Movie 268;3
User 327;19981;4;Movie 559;2
User 181;19974;4;Movie 681;1
User 393;19981;4;Movie 845;4
User 56;19982;4;Movie 403;4
User 6;19974;4;Movie 494;4
User 474;19981;4;Movie 52;4
User 178;19974;4;Movie 176;4
User 445;19981;4;Movie 886;3
User 11;19982;4;Movie 228;3
User 183;19982;4;Movie 229;3
User 347;19974;4;Movie 831;1
User 171;19981;4;Movie 262;4
User 284;19981;4;Movie 306;4
User 84;19974;4;Movie 98;4
User 255;19974;4;Movie 100;3
User 7;19981;4;Movie 97;5
User 65;19974;4;Movie 365;3
User 417;19974;4;Movie 484;4
User 70;19981;4;Movie 403;4
User 472;19974;4;Movie 977;3
User 250;19974;4;Movie 271;4
User 219;19981;4;Movie 616;5
User 450;19974;4;Movie 139;5
User 417;19974;4;Movie 1119;3
User 158;19974;4;Movie 798;4
User 92;19974;4;Movie 704;3
User 399;19974;4;Movie 597;3
User 249;19974;4;Movie 53;4
User 263;19981;4;Movie 300;3
User 116;19974;4;Movie 1226;2
User 384;19981;4;Movie 989;4
User 99;19981;4;Movie 275;1
User 267;19974;4;Movie 65;4
User 95;19974;4;Movie 892;3
User 370;19974;4;Movie 514;4
User 232;19982;4;Movie 150;3
User 152;19981;4;Movie 783;4
User 305;19981;4;Movie 200;3
User 15;19974;4;Movie 303;3
User 373;19974;4;Movie 715;2
User 42;19974;4;Movie 1042;3
User 342;19973;4;Movie 133;4
User 23;19973;4;Movie 175;5
User 226;19981;4;Movie 25;4
User 385;19974;4;Movie 136;3
User 75;19981;4;Movie 1028;4
User 379;19974;4;Movie 100;5
User 216;19974;4;Movie 1218;3
User 429;19974;4;Movie 153;4
User 44;19974;4;Movie 591;4
User 148;19974;4;Movie 69;5
User 64;19981;4;Movie 32;1
User 31;19974;4;Movie 340;3
User 343;19974;4;Movie 137;4
User 158;19974;4;Movie 570;3
User 458;19981;4;Movie 496;3
User 94;19982;4;Movie 629;4
User 479;19981;4;Movie 680;3
User 327;19981;4;Movie 55;4
User 221;19973;4;Movie 470;3
User 403;19974;4;Movie 7;5
User 151;19974;4;Movie 69;4
User 426;19974;4;Movie 606;5
User 230;19974;4;Movie 418;5
User 303;19974;4;Movie 90;4
User 181;19974;4;Movie 813;2
User 269;19982;4;Movie 821;1
User 450;19974;4;Movie 200;3
User 276;19973;4;Movie 1079;2
User 95;19974;4;Movie 447;2
User 49;19981;4;Movie 1028;2
User 145;19973;4;Movie 635;4
User 332;19981;4;Movie 1315;2
User 151;19974;4;Movie 476;3
User 7;19981;4;Movie 135;5
User 452;19981;4;Movie 502;2
User 417;19974;4;Movie 765;3
User 270;19974;4;Movie 26;5
User 327;19981;4;Movie 10;4
User 264;19981;4;Movie 367;4
User 437;19974;4;Movie 191;4
User 95;19974;4;Movie 140;3
